,match_id,player1,player2,winner,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,Speed_MPH,RallyCount,P1DistanceRun,P2DistanceRun,p1_sets_to_win,p2_sets_to_win,p1_games_to_win,p2_games_to_win
19,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,3,0,0,4,0,19,1,1,30,0,33,1,15,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3.374608739245364,8.81939244734759,8.8224091457075,3,3,15,18
20,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,3,0,0,4,0,20,1,1,40,0,35,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3.374608739245364,8.81939244734759,8.8224091457075,3,3,15,18
21,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,0,0,4,1,21,1,1,0,0,39,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,18
22,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,0,0,5,0,22,2,2,0,15,37,2,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,18
23,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,0,0,5,0,23,2,2,0,30,37,5,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,18
24,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,0,0,5,0,24,2,2,0,40,36,7,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,18
25,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,1,0,5,2,25,2,2,0,0,36,12,17,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,17
26,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,1,0,6,0,26,1,1,15,0,38,11,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,17
27,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,1,0,6,0,27,1,1,30,0,42,11,19,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,17
28,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,4,1,0,6,0,28,1,1,40,0,44,10,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3.374608739245364,8.81939244734759,8.8224091457075,3,3,14,17
29,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,5,1,0,6,1,29,1,1,0,0,48,9,21,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,129,3.374608739245364,8.81939244734759,8.8224091457075,3,3,13,17
30,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,5,1,0,7,0,30,1,2,15,0,51,9,22,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,101,3.374608739245364,8.81939244734759,8.8224091457075,3,3,13,17
31,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,5,1,0,7,0,31,1,2,30,0,54,9,23,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,3,3,13,17
32,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,5,1,0,7,0,32,1,2,40,0,56,8,24,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,3.374608739245364,8.81939244734759,8.8224091457075,3,3,13,17
33,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,1,6,1,1,7,1,33,1,2,0,0,65,2,25,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,17
34,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,0,0,0,1,0,34,2,1,0,15,65,5,25,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,105,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
35,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,0,0,0,1,0,35,1,1,15,15,69,5,26,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
36,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,0,0,0,1,0,36,2,1,15,30,69,8,26,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
37,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,0,0,0,1,0,37,1,1,30,30,73,8,27,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
38,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,0,0,0,1,0,38,1,1,40,30,77,8,28,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
39,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,1,1,39,1,1,0,0,83,8,29,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
40,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,40,2,2,0,15,82,10,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
41,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,41,1,2,15,15,85,10,30,11,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,107,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
42,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,42,2,2,15,30,85,13,30,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,107,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
43,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,43,1,2,30,30,87,12,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
44,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,44,2,2,30,40,85,13,31,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
45,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,45,1,2,40,40,87,12,32,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,92,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
46,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,0,0,2,0,46,2,2,40,AD,86,14,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,18
47,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,1,0,2,2,47,2,2,0,0,85,18,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
48,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,1,0,3,0,48,2,1,0,15,83,19,32,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,125,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
49,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,1,0,3,0,49,2,1,0,30,83,22,32,17,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,77,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
50,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,1,0,3,0,50,2,1,0,40,83,25,32,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,116,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
51,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,1,0,3,0,51,1,1,15,40,85,24,33,18,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,126,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
52,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,1,0,3,0,52,1,1,30,40,87,23,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
53,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,2,0,3,2,53,2,1,0,0,83,29,34,19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,124,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
54,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,2,0,4,0,54,2,2,0,15,83,33,34,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
55,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,2,0,4,0,55,2,2,0,30,82,35,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
56,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,2,0,4,0,56,2,2,0,40,81,37,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
57,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,3,0,4,2,57,2,2,0,0,79,40,34,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,15
58,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,3,0,5,0,58,1,1,15,0,80,38,35,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,15
59,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,3,0,5,0,59,1,1,30,0,82,37,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,15
60,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,3,0,5,0,60,2,1,30,15,78,38,36,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,15
61,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,1,3,0,5,0,61,1,1,40,15,80,37,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,15
62,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,5,1,62,1,1,0,0,86,37,38,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
63,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,63,2,2,0,15,86,40,38,25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,87,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
64,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,64,1,2,15,15,88,39,39,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,78,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
65,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,65,2,2,15,30,87,41,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
66,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,66,2,2,15,40,86,43,39,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
67,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,67,1,2,30,40,88,42,40,27,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
68,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,68,1,2,40,40,89,40,41,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,88,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
69,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,2,3,0,6,0,69,1,2,AD,40,90,36,42,27,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
70,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,6,1,70,1,2,0,0,96,33,43,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,104,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
71,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,71,2,1,0,15,94,34,43,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
72,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,72,1,1,15,15,97,34,44,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
73,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,73,1,1,30,15,101,34,45,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
74,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,74,1,1,40,15,104,34,46,28,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,125,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
75,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,75,2,1,40,30,104,37,46,29,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
76,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,76,2,1,40,40,103,39,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
77,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,3,3,0,7,0,77,1,1,AD,40,107,39,47,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
78,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,3,0,7,1,78,1,1,0,0,111,38,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,15
79,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,3,0,8,0,79,2,2,0,15,109,39,48,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,15
80,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,3,0,8,0,80,2,2,0,30,108,41,48,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,101,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,15
81,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,3,0,8,0,81,2,2,0,40,106,42,48,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,15
82,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,3,0,8,0,82,1,2,15,40,107,40,49,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,15
83,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,3,0,8,0,83,1,2,30,40,110,40,50,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,15
84,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,4,0,8,2,84,2,2,0,0,109,44,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
85,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,4,0,9,0,85,2,1,0,15,108,46,50,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,107,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
86,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,4,0,9,0,86,1,1,15,15,112,46,51,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
87,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,4,0,9,0,87,1,1,30,15,115,46,52,35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,112,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
88,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,4,0,9,0,88,1,1,40,15,117,45,53,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
89,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,4,4,0,9,0,89,2,1,40,30,115,46,53,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
90,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,5,4,0,9,1,90,1,1,0,0,120,46,54,36,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,122,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,14
91,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,5,4,0,10,0,91,2,2,0,15,119,48,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,14
92,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,5,4,0,10,0,92,2,2,0,30,119,51,54,38,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,100,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,14
93,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,5,4,0,10,0,93,1,2,15,30,121,50,55,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,14
94,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,5,4,0,10,0,94,1,2,30,30,123,49,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,14
95,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,5,4,0,10,0,95,1,2,40,30,126,49,57,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,14
96,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,2,6,4,1,10,1,96,1,2,0,0,136,44,58,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,75,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,14
97,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,3,0,0,0,1,0,97,1,1,15,0,137,42,59,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,18
98,2011-wimbledon-1105,Juan Martin Del Potro,Flavio Cipolla,1,3,0,0,0,1,0,98,1,1,30,0,140,42,60,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,18
